layer,pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
attention,64,n<=32,sr<=5%,kvB<=4k,kp<=4k,0.0235,2
attention,64,n<=32,sr<=5%,kvB<=4k,kp<=512,0.0918,2
attention,64,n<=32,sr<=5%,kvB<=4k,kp<=8k,0.0271,2
attention,64,n<=32,sr<=5%,kvB<=4k,kp=0,0.1048,2
attention,64,n<=32,sr<=70%,kvB<=16k,kp<=1k,0.2845,2
attention,64,n<=32,sr<=70%,kvB<=16k,kp<=2k,0.3057,2
attention,64,n<=32,sr<=70%,kvB<=16k,kp<=4k,0.1157,2
attention,64,n<=32,sr<=70%,kvB<=16k,kp<=512,0.2852,2
attention,64,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.1824,2
attention,64,n<=32,sr<=70%,kvB<=16k,kp=0,0.1828,6
attention,64,n<=32,sr<=70%,kvB<=1k,kp<=1k,0.0499,2
attention,64,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.0579,2
attention,64,n<=32,sr<=70%,kvB<=1k,kp<=4k,0.0295,2
attention,64,n<=32,sr<=70%,kvB<=1k,kp<=512,0.0763,2
attention,64,n<=32,sr<=70%,kvB<=1k,kp<=8k,0.0457,2
attention,64,n<=32,sr<=70%,kvB<=1k,kp=0,0.1515,7
attention,64,n<=32,sr<=70%,kvB<=4k,kp<=1k,0.0478,2
attention,64,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.0205,2
attention,64,n<=32,sr<=70%,kvB<=4k,kp<=4k,-0.0175,2
attention,64,n<=32,sr<=70%,kvB<=4k,kp<=512,0.0674,2
attention,64,n<=32,sr<=70%,kvB<=4k,kp<=8k,0.0214,2
attention,64,n<=32,sr<=70%,kvB<=4k,kp=0,0.0944,6
attention,64,n<=32,sr>70%,kvB<=16k,kp<=1k,1.5342,4
attention,64,n<=32,sr>70%,kvB<=16k,kp<=2k,1.6017,4
attention,64,n<=32,sr>70%,kvB<=16k,kp<=4k,0.9964,4
attention,64,n<=32,sr>70%,kvB<=16k,kp<=512,1.5672,4
attention,64,n<=32,sr>70%,kvB<=16k,kp<=8k,1.1381,4
attention,64,n<=32,sr>70%,kvB<=16k,kp=0,1.453,4
attention,64,n<=32,sr>70%,kvB<=1k,kp<=1k,0.2205,4
attention,64,n<=32,sr>70%,kvB<=1k,kp<=2k,0.2692,4
attention,64,n<=32,sr>70%,kvB<=1k,kp<=4k,0.2664,4
attention,64,n<=32,sr>70%,kvB<=1k,kp<=512,0.2389,4
attention,64,n<=32,sr>70%,kvB<=1k,kp<=8k,0.3373,4
attention,64,n<=32,sr>70%,kvB<=1k,kp=0,0.3682,4
attention,64,n<=32,sr>70%,kvB<=4k,kp<=1k,0.1307,4
attention,64,n<=32,sr>70%,kvB<=4k,kp<=2k,0.0279,4
attention,64,n<=32,sr>70%,kvB<=4k,kp<=4k,-0.0284,4
attention,64,n<=32,sr>70%,kvB<=4k,kp<=512,0.1689,4
attention,64,n<=32,sr>70%,kvB<=4k,kp<=8k,0.0251,4
attention,64,n<=32,sr>70%,kvB<=4k,kp=0,0.233,4
attention,64,n<=4,sr<=40%,kvB<=16k,kp<=1k,0.312,2
attention,64,n<=4,sr<=40%,kvB<=16k,kp<=2k,0.3155,2
attention,64,n<=4,sr<=40%,kvB<=16k,kp<=4k,0.3544,2
attention,64,n<=4,sr<=40%,kvB<=16k,kp<=512,0.307,2
attention,64,n<=4,sr<=40%,kvB<=16k,kp<=8k,0.4682,2
attention,64,n<=4,sr<=40%,kvB<=16k,kp=0,0.3074,2
attention,64,n<=4,sr<=40%,kvB<=1k,kp<=1k,0.5223,2
attention,64,n<=4,sr<=40%,kvB<=1k,kp<=2k,0.4856,2
attention,64,n<=4,sr<=40%,kvB<=1k,kp<=4k,0.4489,2
attention,64,n<=4,sr<=40%,kvB<=1k,kp<=512,0.5412,2
attention,64,n<=4,sr<=40%,kvB<=1k,kp<=8k,0.4317,2
attention,64,n<=4,sr<=40%,kvB<=1k,kp=0,0.3836,2
attention,64,n<=4,sr<=40%,kvB<=4k,kp<=1k,0.3457,2
attention,64,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.4808,2
attention,64,n<=4,sr<=40%,kvB<=4k,kp<=4k,0.1443,2
attention,64,n<=4,sr<=40%,kvB<=4k,kp<=512,0.3224,2
attention,64,n<=4,sr<=40%,kvB<=4k,kp<=8k,0.1418,2
attention,64,n<=4,sr<=40%,kvB<=4k,kp=0,0.3121,2
attention,64,n<=4,sr<=70%,kvB<=16k,kp<=1k,0.0882,2
attention,64,n<=4,sr<=70%,kvB<=16k,kp<=2k,0.1812,2
attention,64,n<=4,sr<=70%,kvB<=16k,kp<=4k,0.302,2
attention,64,n<=4,sr<=70%,kvB<=16k,kp<=512,0.0415,2
attention,64,n<=4,sr<=70%,kvB<=16k,kp<=8k,0.3572,2
attention,64,n<=4,sr<=70%,kvB<=16k,kp=0,-0.0076,2
attention,64,n<=4,sr<=70%,kvB<=1k,kp<=1k,0.8011,2
attention,64,n<=4,sr<=70%,kvB<=1k,kp<=2k,0.7556,2
attention,64,n<=4,sr<=70%,kvB<=1k,kp<=4k,0.6325,2
attention,64,n<=4,sr<=70%,kvB<=1k,kp<=512,0.6301,2
attention,64,n<=4,sr<=70%,kvB<=1k,kp<=8k,0.5911,2
attention,64,n<=4,sr<=70%,kvB<=1k,kp=0,0.3638,2
attention,64,n<=4,sr<=70%,kvB<=4k,kp<=1k,0.3752,2
attention,64,n<=4,sr<=70%,kvB<=4k,kp<=2k,0.4094,2
attention,64,n<=4,sr<=70%,kvB<=4k,kp<=4k,0.8729,2
attention,64,n<=4,sr<=70%,kvB<=4k,kp<=512,0.2618,2
attention,64,n<=4,sr<=70%,kvB<=4k,kp<=8k,0.8404,2
attention,64,n<=4,sr<=70%,kvB<=4k,kp=0,0.0509,2
attention,64,n<=4,sr>70%,kvB<=16k,kp<=1k,0.9169,2
attention,64,n<=4,sr>70%,kvB<=16k,kp<=2k,0.9305,2
attention,64,n<=4,sr>70%,kvB<=16k,kp<=4k,0.9591,2
attention,64,n<=4,sr>70%,kvB<=16k,kp<=512,0.8772,2
attention,64,n<=4,sr>70%,kvB<=16k,kp<=8k,0.9364,2
attention,64,n<=4,sr>70%,kvB<=16k,kp=0,0.8703,2
attention,64,n<=4,sr>70%,kvB<=1k,kp<=1k,0.7804,2
attention,64,n<=4,sr>70%,kvB<=1k,kp<=2k,0.7336,2
attention,64,n<=4,sr>70%,kvB<=1k,kp<=4k,0.7538,2
attention,64,n<=4,sr>70%,kvB<=1k,kp<=512,0.9361,2
attention,64,n<=4,sr>70%,kvB<=1k,kp<=8k,0.7838,2
attention,64,n<=4,sr>70%,kvB<=1k,kp=0,0.8704,2
attention,64,n<=4,sr>70%,kvB<=4k,kp<=1k,0.929,2
attention,64,n<=4,sr>70%,kvB<=4k,kp<=2k,0.9733,2
attention,64,n<=4,sr>70%,kvB<=4k,kp<=4k,0.8949,2
attention,64,n<=4,sr>70%,kvB<=4k,kp<=512,0.9298,2
attention,64,n<=4,sr>70%,kvB<=4k,kp<=8k,0.8819,2
attention,64,n<=4,sr>70%,kvB<=4k,kp=0,0.9244,2
attention,64,n<=64,sr<=15%,kvB<=16k,kp<=1k,0.0461,4
attention,64,n<=64,sr<=15%,kvB<=16k,kp<=2k,0.0479,4
attention,64,n<=64,sr<=15%,kvB<=16k,kp<=4k,0.0333,4
attention,64,n<=64,sr<=15%,kvB<=16k,kp<=512,0.049,4
attention,64,n<=64,sr<=15%,kvB<=16k,kp<=8k,0.0288,4
attention,64,n<=64,sr<=15%,kvB<=16k,kp=0,0.0468,4
attention,64,n<=64,sr<=15%,kvB<=1k,kp<=1k,0.0727,4
attention,64,n<=64,sr<=15%,kvB<=1k,kp<=2k,0.0702,4
attention,64,n<=64,sr<=15%,kvB<=1k,kp<=4k,0.0716,4
attention,64,n<=64,sr<=15%,kvB<=1k,kp<=512,0.0841,4
attention,64,n<=64,sr<=15%,kvB<=1k,kp<=8k,0.0734,4
attention,64,n<=64,sr<=15%,kvB<=1k,kp=0,0.1013,4
attention,64,n<=64,sr<=15%,kvB<=4k,kp<=1k,0.036,4
attention,64,n<=64,sr<=15%,kvB<=4k,kp<=2k,0.0262,4
attention,64,n<=64,sr<=15%,kvB<=4k,kp<=4k,0.0109,4
attention,64,n<=64,sr<=15%,kvB<=4k,kp<=512,0.0384,4
attention,64,n<=64,sr<=15%,kvB<=4k,kp<=8k,0.0106,4
attention,64,n<=64,sr<=15%,kvB<=4k,kp=0,0.0414,4
attention,64,n<=64,sr<=40%,kvB<=16k,kp<=1k,0.2541,2
attention,64,n<=64,sr<=40%,kvB<=16k,kp<=2k,0.2376,2
attention,64,n<=64,sr<=40%,kvB<=16k,kp<=4k,0.2126,2
attention,64,n<=64,sr<=40%,kvB<=16k,kp<=512,0.2719,2
attention,64,n<=64,sr<=40%,kvB<=16k,kp<=8k,0.1958,2
attention,64,n<=64,sr<=40%,kvB<=16k,kp=0,0.2413,2
attention,64,n<=64,sr<=40%,kvB<=1k,kp<=1k,0.1023,2
attention,64,n<=64,sr<=40%,kvB<=1k,kp<=2k,0.1037,2
attention,64,n<=64,sr<=40%,kvB<=1k,kp<=4k,0.1007,2
attention,64,n<=64,sr<=40%,kvB<=1k,kp<=512,0.1207,2
attention,64,n<=64,sr<=40%,kvB<=1k,kp<=8k,0.109,2
attention,64,n<=64,sr<=40%,kvB<=1k,kp=0,0.1357,2
attention,64,n<=64,sr<=40%,kvB<=4k,kp<=1k,0.0143,2
attention,64,n<=64,sr<=40%,kvB<=4k,kp<=2k,0.0077,2
attention,64,n<=64,sr<=40%,kvB<=4k,kp<=4k,-0.0082,2
attention,64,n<=64,sr<=40%,kvB<=4k,kp<=512,0.0182,2
attention,64,n<=64,sr<=40%,kvB<=4k,kp<=8k,-0.0084,2
attention,64,n<=64,sr<=40%,kvB<=4k,kp=0,0.0225,2
attention,64,n<=64,sr<=5%,kvB<=16k,kp<=1k,0.0307,6
attention,64,n<=64,sr<=5%,kvB<=16k,kp<=2k,0.0242,6
attention,64,n<=64,sr<=5%,kvB<=16k,kp<=4k,0.0101,6
attention,64,n<=64,sr<=5%,kvB<=16k,kp<=512,0.0307,6
attention,64,n<=64,sr<=5%,kvB<=16k,kp<=8k,0.0037,6
attention,64,n<=64,sr<=5%,kvB<=16k,kp=0,0.0313,6
attention,64,n<=64,sr<=5%,kvB<=1k,kp<=1k,0.0207,6
attention,64,n<=64,sr<=5%,kvB<=1k,kp<=2k,0.019,6
attention,64,n<=64,sr<=5%,kvB<=1k,kp<=4k,0.0186,6
attention,64,n<=64,sr<=5%,kvB<=1k,kp<=512,0.034,6
attention,64,n<=64,sr<=5%,kvB<=1k,kp<=8k,0.0202,6
attention,64,n<=64,sr<=5%,kvB<=1k,kp=0,0.0505,6
attention,64,n<=64,sr<=5%,kvB<=4k,kp<=1k,0.0391,6
attention,64,n<=64,sr<=5%,kvB<=4k,kp<=2k,0.0275,6
attention,64,n<=64,sr<=5%,kvB<=4k,kp<=4k,0.0129,6
attention,64,n<=64,sr<=5%,kvB<=4k,kp<=512,0.0413,6
attention,64,n<=64,sr<=5%,kvB<=4k,kp<=8k,0.0139,6
attention,64,n<=64,sr<=5%,kvB<=4k,kp=0,0.0438,6
attention,64,n<=64,sr<=70%,kvB<=16k,kp<=1k,1.5523,2
attention,64,n<=64,sr<=70%,kvB<=16k,kp<=2k,1.5671,2
attention,64,n<=64,sr<=70%,kvB<=16k,kp<=4k,0.9746,2
attention,64,n<=64,sr<=70%,kvB<=16k,kp<=512,1.5671,2
attention,64,n<=64,sr<=70%,kvB<=16k,kp<=8k,1.1661,2
attention,64,n<=64,sr<=70%,kvB<=16k,kp=0,1.5799,2
attention,64,n<=64,sr<=70%,kvB<=1k,kp<=1k,0.0524,2
attention,64,n<=64,sr<=70%,kvB<=1k,kp<=2k,0.0508,2
attention,64,n<=64,sr<=70%,kvB<=1k,kp<=4k,0.0409,2
attention,64,n<=64,sr<=70%,kvB<=1k,kp<=512,0.0592,2
attention,64,n<=64,sr<=70%,kvB<=1k,kp<=8k,0.0563,2
attention,64,n<=64,sr<=70%,kvB<=1k,kp=0,0.0704,2
attention,64,n<=64,sr<=70%,kvB<=4k,kp<=1k,0.0025,2
attention,64,n<=64,sr<=70%,kvB<=4k,kp<=2k,-0.0138,2
attention,64,n<=64,sr<=70%,kvB<=4k,kp<=4k,-0.0195,2
attention,64,n<=64,sr<=70%,kvB<=4k,kp<=512,0.001,2
attention,64,n<=64,sr<=70%,kvB<=4k,kp<=8k,-0.0218,2
attention,64,n<=64,sr<=70%,kvB<=4k,kp=0,-0.0024,2
attention,64,n<=64,sr>70%,kvB<=16k,kp<=1k,4.884,4
attention,64,n<=64,sr>70%,kvB<=16k,kp<=2k,4.8397,4
attention,64,n<=64,sr>70%,kvB<=16k,kp<=4k,2.6137,4
attention,64,n<=64,sr>70%,kvB<=16k,kp<=512,4.8242,4
attention,64,n<=64,sr>70%,kvB<=16k,kp<=8k,2.3758,4
attention,64,n<=64,sr>70%,kvB<=16k,kp=0,4.9203,4
attention,64,n<=64,sr>70%,kvB<=1k,kp<=1k,0.2572,4
attention,64,n<=64,sr>70%,kvB<=1k,kp<=2k,0.2661,4
attention,64,n<=64,sr>70%,kvB<=1k,kp<=4k,0.2754,4
attention,64,n<=64,sr>70%,kvB<=1k,kp<=512,0.2664,4
attention,64,n<=64,sr>70%,kvB<=1k,kp<=8k,0.2614,4
attention,64,n<=64,sr>70%,kvB<=1k,kp=0,0.3001,4
attention,64,n<=64,sr>70%,kvB<=4k,kp<=1k,-0.1172,4
attention,64,n<=64,sr>70%,kvB<=4k,kp<=2k,-0.1042,4
attention,64,n<=64,sr>70%,kvB<=4k,kp<=4k,-0.1903,4
attention,64,n<=64,sr>70%,kvB<=4k,kp<=512,-0.1267,4
attention,64,n<=64,sr>70%,kvB<=4k,kp<=8k,-0.1807,4
attention,64,n<=64,sr>70%,kvB<=4k,kp=0,-0.1389,4
attention,64,n<=8,sr<=15%,kvB<=16k,kp<=1k,0.3118,2
attention,64,n<=8,sr<=15%,kvB<=16k,kp<=2k,0.2865,2
attention,64,n<=8,sr<=15%,kvB<=16k,kp<=4k,0.2141,2
attention,64,n<=8,sr<=15%,kvB<=16k,kp<=512,0.3268,2
attention,64,n<=8,sr<=15%,kvB<=16k,kp<=8k,0.0925,2
attention,64,n<=8,sr<=15%,kvB<=16k,kp=0,0.2833,6
attention,64,n<=8,sr<=15%,kvB<=1k,kp<=1k,-0.0121,2
attention,64,n<=8,sr<=15%,kvB<=1k,kp<=2k,0.077,2
attention,64,n<=8,sr<=15%,kvB<=1k,kp<=4k,0.068,2
attention,64,n<=8,sr<=15%,kvB<=1k,kp<=512,0.1474,2
attention,64,n<=8,sr<=15%,kvB<=1k,kp<=8k,0.0743,2
attention,64,n<=8,sr<=15%,kvB<=1k,kp=0,0.3617,7
attention,64,n<=8,sr<=15%,kvB<=4k,kp<=1k,0.2093,2
attention,64,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.0809,2
attention,64,n<=8,sr<=15%,kvB<=4k,kp<=4k,-0.027,2
attention,64,n<=8,sr<=15%,kvB<=4k,kp<=512,0.2827,2
attention,64,n<=8,sr<=15%,kvB<=4k,kp<=8k,0.0075,2
attention,64,n<=8,sr<=15%,kvB<=4k,kp=0,0.3025,6
attention,64,n<=8,sr<=40%,kvB<=16k,kp<=1k,0.3038,4
attention,64,n<=8,sr<=40%,kvB<=16k,kp<=2k,0.309,4
attention,64,n<=8,sr<=40%,kvB<=16k,kp<=4k,0.2412,4
attention,64,n<=8,sr<=40%,kvB<=16k,kp<=512,0.2847,4
attention,64,n<=8,sr<=40%,kvB<=16k,kp<=8k,0.0723,4
attention,64,n<=8,sr<=40%,kvB<=16k,kp=0,0.264,4
attention,64,n<=8,sr<=40%,kvB<=1k,kp<=1k,-0.0442,4
attention,64,n<=8,sr<=40%,kvB<=1k,kp<=2k,0.0406,4
attention,64,n<=8,sr<=40%,kvB<=1k,kp<=4k,0.0327,4
attention,64,n<=8,sr<=40%,kvB<=1k,kp<=512,0.1018,4
attention,64,n<=8,sr<=40%,kvB<=1k,kp<=8k,0.0293,4
attention,64,n<=8,sr<=40%,kvB<=1k,kp=0,0.3324,4
attention,64,n<=8,sr<=40%,kvB<=4k,kp<=1k,0.2171,4
attention,64,n<=8,sr<=40%,kvB<=4k,kp<=2k,0.0654,4
attention,64,n<=8,sr<=40%,kvB<=4k,kp<=4k,-0.1144,4
attention,64,n<=8,sr<=40%,kvB<=4k,kp<=512,0.2675,4
attention,64,n<=8,sr<=40%,kvB<=4k,kp<=8k,-0.0446,4
attention,64,n<=8,sr<=40%,kvB<=4k,kp=0,0.3173,4
attention,64,n<=8,sr<=70%,kvB<=16k,kp<=1k,0.288,2
attention,64,n<=8,sr<=70%,kvB<=16k,kp<=2k,0.2316,2
attention,64,n<=8,sr<=70%,kvB<=16k,kp<=4k,0.1461,2
attention,64,n<=8,sr<=70%,kvB<=16k,kp<=512,0.3011,2
attention,64,n<=8,sr<=70%,kvB<=16k,kp<=8k,0.0179,2
attention,64,n<=8,sr<=70%,kvB<=16k,kp=0,0.2974,6
attention,64,n<=8,sr<=70%,kvB<=1k,kp<=1k,-0.1923,2
attention,64,n<=8,sr<=70%,kvB<=1k,kp<=2k,-0.0675,2
attention,64,n<=8,sr<=70%,kvB<=1k,kp<=4k,-0.0167,2
attention,64,n<=8,sr<=70%,kvB<=1k,kp<=512,0.065,2
attention,64,n<=8,sr<=70%,kvB<=1k,kp<=8k,0.0134,2
attention,64,n<=8,sr<=70%,kvB<=1k,kp=0,0.3115,7
attention,64,n<=8,sr<=70%,kvB<=4k,kp<=1k,0.1094,2
attention,64,n<=8,sr<=70%,kvB<=4k,kp<=2k,0.0274,2
attention,64,n<=8,sr<=70%,kvB<=4k,kp<=4k,-0.2226,2
attention,64,n<=8,sr<=70%,kvB<=4k,kp<=512,0.1775,2
attention,64,n<=8,sr<=70%,kvB<=4k,kp<=8k,0.0157,2
attention,64,n<=8,sr<=70%,kvB<=4k,kp=0,0.3112,6
attention,64,n<=8,sr>70%,kvB<=16k,kp<=1k,0.8654,4
attention,64,n<=8,sr>70%,kvB<=16k,kp<=2k,0.7548,4
attention,64,n<=8,sr>70%,kvB<=16k,kp<=4k,0.4648,4
attention,64,n<=8,sr>70%,kvB<=16k,kp<=512,0.8299,4
attention,64,n<=8,sr>70%,kvB<=16k,kp<=8k,-0.2106,4
attention,64,n<=8,sr>70%,kvB<=16k,kp=0,0.8097,4
attention,64,n<=8,sr>70%,kvB<=1k,kp<=1k,-0.5383,4
attention,64,n<=8,sr>70%,kvB<=1k,kp<=2k,0.0193,4
attention,64,n<=8,sr>70%,kvB<=1k,kp<=4k,0.1751,4
attention,64,n<=8,sr>70%,kvB<=1k,kp<=512,-0.2541,4
attention,64,n<=8,sr>70%,kvB<=1k,kp<=8k,0.1664,4
attention,64,n<=8,sr>70%,kvB<=1k,kp=0,0.6323,4
attention,64,n<=8,sr>70%,kvB<=4k,kp<=1k,0.3404,4
attention,64,n<=8,sr>70%,kvB<=4k,kp<=2k,-0.2528,4
attention,64,n<=8,sr>70%,kvB<=4k,kp<=4k,-0.7718,4
attention,64,n<=8,sr>70%,kvB<=4k,kp<=512,0.63,4
attention,64,n<=8,sr>70%,kvB<=4k,kp<=8k,-0.3137,4
attention,64,n<=8,sr>70%,kvB<=4k,kp=0,0.8672,4
attention,128,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.1051,4
attention,128,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.0942,4
attention,128,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.095,4
attention,128,n<=128,sr<=15%,kvB<=16k,kp<=512,0.1045,4
attention,128,n<=128,sr<=15%,kvB<=16k,kp<=8k,0.0936,4
attention,128,n<=128,sr<=15%,kvB<=16k,kp=0,0.1058,4
attention,128,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.0652,4
attention,128,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0693,4
attention,128,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.063,4
attention,128,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0641,4
attention,128,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.07,4
attention,128,n<=128,sr<=15%,kvB<=1k,kp=0,0.068,4
attention,128,n<=128,sr<=15%,kvB<=4k,kp<=1k,0.0077,4
attention,128,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.0058,4
attention,128,n<=128,sr<=15%,kvB<=4k,kp<=4k,0.0039,4
attention,128,n<=128,sr<=15%,kvB<=4k,kp<=512,0.0076,4
attention,128,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.0046,4
attention,128,n<=128,sr<=15%,kvB<=4k,kp=0,0.0065,4
attention,128,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.1549,2
attention,128,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.0901,2
attention,128,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.0627,2
attention,128,n<=128,sr<=40%,kvB<=16k,kp<=512,0.1869,2
attention,128,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.0936,2
attention,128,n<=128,sr<=40%,kvB<=16k,kp=0,0.1841,2
attention,128,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.1034,2
attention,128,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.1092,2
attention,128,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.0992,2
attention,128,n<=128,sr<=40%,kvB<=1k,kp<=512,0.1049,2
attention,128,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.1115,2
attention,128,n<=128,sr<=40%,kvB<=1k,kp=0,0.1019,2
attention,128,n<=128,sr<=40%,kvB<=4k,kp<=1k,-0.0183,2
attention,128,n<=128,sr<=40%,kvB<=4k,kp<=2k,-0.0244,2
attention,128,n<=128,sr<=40%,kvB<=4k,kp<=4k,-0.0264,2
attention,128,n<=128,sr<=40%,kvB<=4k,kp<=512,-0.0209,2
attention,128,n<=128,sr<=40%,kvB<=4k,kp<=8k,-0.0218,2
attention,128,n<=128,sr<=40%,kvB<=4k,kp=0,-0.019,2
attention,128,n<=128,sr<=5%,kvB<=16k,kp<=1k,0.0164,8
attention,128,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.0334,8
attention,128,n<=128,sr<=5%,kvB<=16k,kp<=4k,0.0135,8
attention,128,n<=128,sr<=5%,kvB<=16k,kp<=512,0.0147,8
attention,128,n<=128,sr<=5%,kvB<=16k,kp<=8k,0.0218,8
attention,128,n<=128,sr<=5%,kvB<=16k,kp=0,0.0154,8
attention,128,n<=128,sr<=5%,kvB<=1k,kp<=1k,0.0056,8
attention,128,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.0135,8
attention,128,n<=128,sr<=5%,kvB<=1k,kp<=4k,0.0089,8
attention,128,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0068,8
attention,128,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.0127,8
attention,128,n<=128,sr<=5%,kvB<=1k,kp=0,0.0144,8
attention,128,n<=128,sr<=5%,kvB<=4k,kp<=1k,0.0102,8
attention,128,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.0079,8
attention,128,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.0085,8
attention,128,n<=128,sr<=5%,kvB<=4k,kp<=512,0.0102,8
attention,128,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.0109,8
attention,128,n<=128,sr<=5%,kvB<=4k,kp=0,0.0097,8
attention,128,n<=128,sr<=70%,kvB<=16k,kp<=1k,0.1618,2
attention,128,n<=128,sr<=70%,kvB<=16k,kp<=2k,0.1634,2
attention,128,n<=128,sr<=70%,kvB<=16k,kp<=4k,0.1305,2
attention,128,n<=128,sr<=70%,kvB<=16k,kp<=512,0.2943,2
attention,128,n<=128,sr<=70%,kvB<=16k,kp<=8k,0.0928,2
attention,128,n<=128,sr<=70%,kvB<=16k,kp=0,0.3292,2
attention,128,n<=128,sr<=70%,kvB<=1k,kp<=1k,0.0262,2
attention,128,n<=128,sr<=70%,kvB<=1k,kp<=2k,0.0435,2
attention,128,n<=128,sr<=70%,kvB<=1k,kp<=4k,0.0523,2
attention,128,n<=128,sr<=70%,kvB<=1k,kp<=512,0.0155,2
attention,128,n<=128,sr<=70%,kvB<=1k,kp<=8k,0.0219,2
attention,128,n<=128,sr<=70%,kvB<=1k,kp=0,0.0119,2
attention,128,n<=128,sr<=70%,kvB<=4k,kp<=1k,0.0008,2
attention,128,n<=128,sr<=70%,kvB<=4k,kp<=2k,-0.0345,2
attention,128,n<=128,sr<=70%,kvB<=4k,kp<=4k,-0.0507,2
attention,128,n<=128,sr<=70%,kvB<=4k,kp<=512,-0.0825,2
attention,128,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.0665,2
attention,128,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0432,2
attention,128,n<=128,sr>70%,kvB<=16k,kp<=1k,0.3351,4
attention,128,n<=128,sr>70%,kvB<=16k,kp<=2k,0.3035,4
attention,128,n<=128,sr>70%,kvB<=16k,kp<=4k,0.2234,4
attention,128,n<=128,sr>70%,kvB<=16k,kp<=512,0.4885,4
attention,128,n<=128,sr>70%,kvB<=16k,kp<=8k,0.1815,3
attention,128,n<=128,sr>70%,kvB<=16k,kp=0,0.4482,4
attention,128,n<=128,sr>70%,kvB<=1k,kp<=1k,0.3116,4
attention,128,n<=128,sr>70%,kvB<=1k,kp<=2k,0.3236,4
attention,128,n<=128,sr>70%,kvB<=1k,kp<=4k,0.3435,4
attention,128,n<=128,sr>70%,kvB<=1k,kp<=512,0.2915,4
attention,128,n<=128,sr>70%,kvB<=1k,kp<=8k,0.2601,4
attention,128,n<=128,sr>70%,kvB<=1k,kp=0,0.2627,4
attention,128,n<=128,sr>70%,kvB<=4k,kp<=1k,-0.6303,4
attention,128,n<=128,sr>70%,kvB<=4k,kp<=2k,-0.5751,4
attention,128,n<=128,sr>70%,kvB<=4k,kp<=4k,-0.6611,4
attention,128,n<=128,sr>70%,kvB<=4k,kp<=512,-0.5679,4
attention,128,n<=128,sr>70%,kvB<=4k,kp<=8k,-0.6061,4
attention,128,n<=128,sr>70%,kvB<=4k,kp=0,-0.5893,4
attention,128,n<=16,sr<=15%,kvB<=16k,kp<=1k,0.1436,4
attention,128,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.1473,4
attention,128,n<=16,sr<=15%,kvB<=16k,kp<=4k,0.123,4
attention,128,n<=16,sr<=15%,kvB<=16k,kp<=512,0.1389,4
attention,128,n<=16,sr<=15%,kvB<=16k,kp<=8k,0.0871,4
attention,128,n<=16,sr<=15%,kvB<=16k,kp=0,0.133,4
attention,128,n<=16,sr<=15%,kvB<=1k,kp<=1k,0.0628,4
attention,128,n<=16,sr<=15%,kvB<=1k,kp<=2k,0.0564,4
attention,128,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.0749,4
attention,128,n<=16,sr<=15%,kvB<=1k,kp<=512,0.1381,4
attention,128,n<=16,sr<=15%,kvB<=1k,kp<=8k,0.0941,4
attention,128,n<=16,sr<=15%,kvB<=1k,kp=0,0.2023,4
attention,128,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.1373,4
attention,128,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.0925,4
attention,128,n<=16,sr<=15%,kvB<=4k,kp<=4k,-0.0023,4
attention,128,n<=16,sr<=15%,kvB<=4k,kp<=512,0.1647,4
attention,128,n<=16,sr<=15%,kvB<=4k,kp<=8k,-0.0006,4
attention,128,n<=16,sr<=15%,kvB<=4k,kp=0,0.1514,4
